section,slug,title,official_url,canonical_doc,action_type,target,implementation_note
deepagents,deepagents/code/data-locations,Data locations,https://docs.langchain.com/oss/python/deepagents/code/data-locations,docs/deepagents/code/data-locations.md,new_integration,08_integration/21_deepagents_code_cli/,DCode data locations
deepagents,deepagents/code/mcp-tools,MCP tools,https://docs.langchain.com/oss/python/deepagents/code/mcp-tools,docs/deepagents/code/mcp-tools.md,new_integration,08_integration/22_deepagents_code_mcp_tools/,DCode MCP tools
deepagents,deepagents/code/memory-and-skills,Memory and Skills,https://docs.langchain.com/oss/python/deepagents/code/memory-and-skills,docs/deepagents/code/memory-and-skills.md,new_integration,08_integration/23_deepagents_code_memory_skills/,DCode memory and skills
deepagents,deepagents/code/overview,Deep Agents Code,https://docs.langchain.com/oss/python/deepagents/code/overview,docs/deepagents/code/overview.md,new_integration,08_integration/21_deepagents_code_cli/,Deep Agents Code CLI overview
deepagents,deepagents/code/providers,Model providers,https://docs.langchain.com/oss/python/deepagents/code/providers,docs/deepagents/code/providers.md,new_integration,08_integration/21_deepagents_code_cli/,DCode providers
deepagents,deepagents/code/remote-sandboxes,Use remote sandboxes,https://docs.langchain.com/oss/python/deepagents/code/remote-sandboxes,docs/deepagents/code/remote-sandboxes.md,new_integration,08_integration/24_deepagents_code_remote_sandboxes/,Remote sandboxes
deepagents,deepagents/code/subagents,Use subagents in Deep Agents Code,https://docs.langchain.com/oss/python/deepagents/code/subagents,docs/deepagents/code/subagents.md,new_integration,08_integration/25_deepagents_code_subagents/,DCode subagents
deepagents,deepagents/comparison,Comparison with Claude Agent SDK,https://docs.langchain.com/oss/python/deepagents/comparison,docs/deepagents/comparison.md,update_existing,04_deepagents/09_comparison.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/content-builder,Build a content builder agent,https://docs.langchain.com/oss/python/deepagents/content-builder,docs/deepagents/content-builder.md,update_existing,07_examples/07_content_builder_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/context-engineering,Context engineering in Deep Agents,https://docs.langchain.com/oss/python/deepagents/context-engineering,docs/deepagents/context-engineering.md,update_existing,04_deepagents/03_customization.ipynb; 05_advanced/04_context_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/customization,Customize Deep Agents,https://docs.langchain.com/oss/python/deepagents/customization,docs/deepagents/customization.md,update_existing,04_deepagents/03_customization.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/data-analysis,Build a data analysis agent,https://docs.langchain.com/oss/python/deepagents/data-analysis,docs/deepagents/data-analysis.md,update_existing,05_advanced/07_data_analysis.ipynb; 07_examples/03_data_analysis_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/deep-research,Build a deep research agent,https://docs.langchain.com/oss/python/deepagents/deep-research,docs/deepagents/deep-research.md,update_existing,07_examples/05_deep_research_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/event-streaming,Event streaming,https://docs.langchain.com/oss/python/deepagents/event-streaming,docs/deepagents/event-streaming.md,new_core,04_deepagents/14_event_streaming.ipynb,Deep Agents event stream 관찰
deepagents,deepagents/frontend/overview,Overview,https://docs.langchain.com/oss/python/deepagents/frontend/overview,docs/deepagents/frontend/overview.md,new_integration,08_integration/26_deepagents_frontend/,Deep Agents frontend overview
deepagents,deepagents/frontend/sandbox,Sandbox,https://docs.langchain.com/oss/python/deepagents/frontend/sandbox,docs/deepagents/frontend/sandbox.md,new_integration,08_integration/26_deepagents_frontend/,Sandbox UI
deepagents,deepagents/frontend/subagent-streaming,Subagent streaming,https://docs.langchain.com/oss/python/deepagents/frontend/subagent-streaming,docs/deepagents/frontend/subagent-streaming.md,new_integration,08_integration/26_deepagents_frontend/,Subagent streaming UI
deepagents,deepagents/frontend/todo-list,Todo list,https://docs.langchain.com/oss/python/deepagents/frontend/todo-list,docs/deepagents/frontend/todo-list.md,new_integration,08_integration/26_deepagents_frontend/,Todo list UI
deepagents,deepagents/going-to-production,Going to production,https://docs.langchain.com/oss/python/deepagents/going-to-production,docs/deepagents/going-to-production.md,update_existing,04_deepagents/08_harness.ipynb; 05_advanced/09_production.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/human-in-the-loop,Human-in-the-loop,https://docs.langchain.com/oss/python/deepagents/human-in-the-loop,docs/deepagents/human-in-the-loop.md,update_existing,04_deepagents/10_sandboxes_and_acp.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/interpreters,Interpreters,https://docs.langchain.com/oss/python/deepagents/interpreters,docs/deepagents/interpreters.md,update_existing,04_deepagents/07_advanced.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/mcp,Model Context Protocol (MCP),https://docs.langchain.com/oss/python/deepagents/mcp,docs/deepagents/mcp.md,new_integration,08_integration/22_deepagents_code_mcp_tools/; 08_integration/27_agent_protocols/,Deep Agents MCP integration
deepagents,deepagents/memory,Memory,https://docs.langchain.com/oss/python/deepagents/memory,docs/deepagents/memory.md,update_existing,04_deepagents/06_memory_and_skills.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/models,Models,https://docs.langchain.com/oss/python/deepagents/models,docs/deepagents/models.md,new_core,04_deepagents/12_models_and_tools.ipynb,Deep Agents model config
deepagents,deepagents/overview,Deep Agents overview,https://docs.langchain.com/oss/python/deepagents/overview,docs/deepagents/overview.md,update_existing,04_deepagents/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/permissions,Permissions,https://docs.langchain.com/oss/python/deepagents/permissions,docs/deepagents/permissions.md,update_existing_or_new_core,04_deepagents/10_sandboxes_and_acp.ipynb OR 04_deepagents/15_permissions.ipynb,permissions/HITL/sandbox 위험 제어
deepagents,deepagents/profiles,Profiles,https://docs.langchain.com/oss/python/deepagents/profiles,docs/deepagents/profiles.md,new_core,04_deepagents/16_quality_profiles_rubric.ipynb,HarnessProfile 실습
deepagents,deepagents/programmatic-subagents,Programmatic subagents,https://docs.langchain.com/oss/python/deepagents/programmatic-subagents,docs/deepagents/programmatic-subagents.md,new_core_gated,04_deepagents/13_programmatic_subagents.ipynb,dependency-gated programmatic subagents
deepagents,deepagents/quickstart,Quickstart,https://docs.langchain.com/oss/python/deepagents/quickstart,docs/deepagents/quickstart.md,update_existing,04_deepagents/02_quickstart.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/rubric,Grading rubrics,https://docs.langchain.com/oss/python/deepagents/rubric,docs/deepagents/rubric.md,new_core,04_deepagents/16_quality_profiles_rubric.ipynb OR 06_langsmith/09_runtime_rubric_evaluation.ipynb,RubricMiddleware와 runtime self-revision
deepagents,deepagents/sandboxes,Sandboxes,https://docs.langchain.com/oss/python/deepagents/sandboxes,docs/deepagents/sandboxes.md,update_existing,04_deepagents/10_sandboxes_and_acp.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/skills,Skills,https://docs.langchain.com/oss/python/deepagents/skills,docs/deepagents/skills.md,update_existing,04_deepagents/06_memory_and_skills.ipynb; 07_examples/07_content_builder_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/streaming,Streaming,https://docs.langchain.com/oss/python/deepagents/streaming,docs/deepagents/streaming.md,update_existing,04_deepagents/11_async_subagents.ipynb; 04_deepagents/14_event_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/subagents,Subagents,https://docs.langchain.com/oss/python/deepagents/subagents,docs/deepagents/subagents.md,update_existing,04_deepagents/05_subagents.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
deepagents,deepagents/tools,Tools,https://docs.langchain.com/oss/python/deepagents/tools,docs/deepagents/tools.md,new_core,04_deepagents/12_models_and_tools.ipynb,Deep Agents tool schema/permission boundary
langchain,langchain/academy,,https://docs.langchain.com/oss/python/langchain/academy,docs/langchain/academy.md,update_existing,README.md; docs/README.md,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/agents,Agents,https://docs.langchain.com/oss/python/langchain/agents,docs/langchain/agents.md,update_existing,02_langchain/02_quickstart.ipynb; 02_langchain/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/changelog-py,,https://docs.langchain.com/oss/python/langchain/changelog-py,docs/langchain/changelog-py.md,update_existing,05_advanced/00_migration.ipynb; docs/releases/,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/component-architecture,Component architecture,https://docs.langchain.com/oss/python/langchain/component-architecture,docs/langchain/component-architecture.md,update_existing,02_langchain/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/context-engineering,Context engineering in agents,https://docs.langchain.com/oss/python/langchain/context-engineering,docs/langchain/context-engineering.md,update_existing,05_advanced/04_context_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/deep-agent-from-scratch,Build a data analysis agent from scratch,https://docs.langchain.com/oss/python/langchain/deep-agent-from-scratch,docs/langchain/deep-agent-from-scratch.md,new_core,05_advanced/10_deep_agent_from_scratch.ipynb OR 07_examples/09_deep_agent_from_scratch.ipynb,Deep Agents harness를 LangChain primitives로 재구성
langchain,langchain/deploy,LangSmith Deployment,https://docs.langchain.com/oss/python/langchain/deploy,docs/langchain/deploy.md,update_existing,02_langchain/10_production.ipynb; 06_langsmith/05_production_monitoring.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/event-streaming,Event streaming,https://docs.langchain.com/oss/python/langchain/event-streaming,docs/langchain/event-streaming.md,update_existing,02_langchain/12_frontend_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/frontend/branching-chat,Branching chat,https://docs.langchain.com/oss/python/langchain/frontend/branching-chat,docs/langchain/frontend/branching-chat.md,new_integration,08_integration/15_branching_time_travel_chat/,Branching chat
langchain,langchain/frontend/generative-ui,Generative UI,https://docs.langchain.com/oss/python/langchain/frontend/generative-ui,docs/langchain/frontend/generative-ui.md,new_integration,08_integration/14_langchain_frontend_foundations/,Generative UI pattern
langchain,langchain/frontend/headless-tools,Headless tools,https://docs.langchain.com/oss/python/langchain/frontend/headless-tools,docs/langchain/frontend/headless-tools.md,new_integration,08_integration/16_frontend_hitl/,Headless tools
langchain,langchain/frontend/human-in-the-loop,Human-in-the-Loop,https://docs.langchain.com/oss/python/langchain/frontend/human-in-the-loop,docs/langchain/frontend/human-in-the-loop.md,new_integration,08_integration/16_frontend_hitl/,Frontend HITL
langchain,langchain/frontend/integrations/ai-elements,AI Elements,https://docs.langchain.com/oss/python/langchain/frontend/integrations/ai-elements,docs/langchain/frontend/integrations/ai-elements.md,new_integration,08_integration/17_frontend_integrations/,AI Elements adapter
langchain,langchain/frontend/integrations/assistant-ui,assistant-ui,https://docs.langchain.com/oss/python/langchain/frontend/integrations/assistant-ui,docs/langchain/frontend/integrations/assistant-ui.md,new_integration,08_integration/17_frontend_integrations/,assistant-ui adapter
langchain,langchain/frontend/integrations/copilotkit,CopilotKit,https://docs.langchain.com/oss/python/langchain/frontend/integrations/copilotkit,docs/langchain/frontend/integrations/copilotkit.md,new_integration,08_integration/17_frontend_integrations/,CopilotKit adapter
langchain,langchain/frontend/integrations/openui,OpenUI,https://docs.langchain.com/oss/python/langchain/frontend/integrations/openui,docs/langchain/frontend/integrations/openui.md,new_integration,08_integration/17_frontend_integrations/,OpenUI adapter
langchain,langchain/frontend/integrations/overview,Overview,https://docs.langchain.com/oss/python/langchain/frontend/integrations/overview,docs/langchain/frontend/integrations/overview.md,new_integration,08_integration/17_frontend_integrations/,Frontend integrations survey
langchain,langchain/frontend/join-rejoin,Join & rejoin streams,https://docs.langchain.com/oss/python/langchain/frontend/join-rejoin,docs/langchain/frontend/join-rejoin.md,new_integration,08_integration/15_branching_time_travel_chat/,Join/rejoin streams
langchain,langchain/frontend/markdown-messages,Markdown messages,https://docs.langchain.com/oss/python/langchain/frontend/markdown-messages,docs/langchain/frontend/markdown-messages.md,new_integration,08_integration/14_langchain_frontend_foundations/,Markdown message rendering
langchain,langchain/frontend/message-queues,Message queues,https://docs.langchain.com/oss/python/langchain/frontend/message-queues,docs/langchain/frontend/message-queues.md,new_integration,08_integration/15_branching_time_travel_chat/,Message queue UX
langchain,langchain/frontend/overview,Overview,https://docs.langchain.com/oss/python/langchain/frontend/overview,docs/langchain/frontend/overview.md,new_integration,08_integration/14_langchain_frontend_foundations/,LangChain frontend foundation
langchain,langchain/frontend/reasoning-tokens,Reasoning tokens,https://docs.langchain.com/oss/python/langchain/frontend/reasoning-tokens,docs/langchain/frontend/reasoning-tokens.md,new_integration,08_integration/14_langchain_frontend_foundations/,Reasoning token UI
langchain,langchain/frontend/structured-output,Structured output,https://docs.langchain.com/oss/python/langchain/frontend/structured-output,docs/langchain/frontend/structured-output.md,new_integration,08_integration/14_langchain_frontend_foundations/,Structured output UI rendering
langchain,langchain/frontend/time-travel,Time travel,https://docs.langchain.com/oss/python/langchain/frontend/time-travel,docs/langchain/frontend/time-travel.md,new_integration,08_integration/15_branching_time_travel_chat/,Time travel chat
langchain,langchain/frontend/tool-calling,Tool calling,https://docs.langchain.com/oss/python/langchain/frontend/tool-calling,docs/langchain/frontend/tool-calling.md,new_integration,08_integration/14_langchain_frontend_foundations/,Tool call UI rendering
langchain,langchain/get-help,Get help,https://docs.langchain.com/oss/python/langchain/get-help,docs/langchain/get-help.md,update_existing,README.md; docs/README.md,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/guardrails,Guardrails,https://docs.langchain.com/oss/python/langchain/guardrails,docs/langchain/guardrails.md,update_existing,02_langchain/13_guardrails.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/human-in-the-loop,Human-in-the-loop,https://docs.langchain.com/oss/python/langchain/human-in-the-loop,docs/langchain/human-in-the-loop.md,update_existing,02_langchain/07_hitl_and_runtime.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/install,Install LangChain,https://docs.langchain.com/oss/python/langchain/install,docs/langchain/install.md,update_existing,01_beginner/00_setup.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/knowledge-base,Build a semantic search engine with LangChain,https://docs.langchain.com/oss/python/langchain/knowledge-base,docs/langchain/knowledge-base.md,new_core,02_langchain/14_semantic_search.ipynb OR 07_examples/08_semantic_search.ipynb,RAG 전 semantic search 단독 실습 추가
langchain,langchain/long-term-memory,Long-term memory,https://docs.langchain.com/oss/python/langchain/long-term-memory,docs/langchain/long-term-memory.md,update_existing,05_advanced/04_context_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/mcp,Model Context Protocol (MCP),https://docs.langchain.com/oss/python/langchain/mcp,docs/langchain/mcp.md,update_existing,02_langchain/11_mcp.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/messages,Messages,https://docs.langchain.com/oss/python/langchain/messages,docs/langchain/messages.md,update_existing,02_langchain/03_models_and_messages.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/middleware/built-in,Prebuilt middleware,https://docs.langchain.com/oss/python/langchain/middleware/built-in,docs/langchain/middleware/built-in.md,update_existing,02_langchain/06_middleware.ipynb; 05_advanced/01_middleware.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/middleware/custom,Custom middleware,https://docs.langchain.com/oss/python/langchain/middleware/custom,docs/langchain/middleware/custom.md,update_existing,02_langchain/06_middleware.ipynb; 05_advanced/01_middleware.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/middleware/overview,Overview,https://docs.langchain.com/oss/python/langchain/middleware/overview,docs/langchain/middleware/overview.md,update_existing,02_langchain/06_middleware.ipynb; 05_advanced/01_middleware.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/models,Models,https://docs.langchain.com/oss/python/langchain/models,docs/langchain/models.md,update_existing,02_langchain/03_models_and_messages.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/custom-workflow,Custom workflow,https://docs.langchain.com/oss/python/langchain/multi-agent/custom-workflow,docs/langchain/multi-agent/custom-workflow.md,update_existing,05_advanced/11_custom_workflow_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/handoffs,Handoffs,https://docs.langchain.com/oss/python/langchain/multi-agent/handoffs,docs/langchain/multi-agent/handoffs.md,update_existing,05_advanced/03_multi_agent_handoffs_router.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/handoffs-customer-support,Build customer support with handoffs,https://docs.langchain.com/oss/python/langchain/multi-agent/handoffs-customer-support,docs/langchain/multi-agent/handoffs-customer-support.md,new_core,07_examples/11_customer_support_handoffs.ipynb,Customer support handoffs applied example
langchain,langchain/multi-agent/index,Multi-agent,https://docs.langchain.com/oss/python/langchain/multi-agent/index,docs/langchain/multi-agent/index.md,update_existing,02_langchain/08_multi_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/router,Router,https://docs.langchain.com/oss/python/langchain/multi-agent/router,docs/langchain/multi-agent/router.md,update_existing,05_advanced/03_multi_agent_handoffs_router.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/router-knowledge-base,Build a multi-source knowledge base with routing,https://docs.langchain.com/oss/python/langchain/multi-agent/router-knowledge-base,docs/langchain/multi-agent/router-knowledge-base.md,new_core,07_examples/12_router_knowledge_base.ipynb,Multi-source KB router applied example
langchain,langchain/multi-agent/skills,Skills,https://docs.langchain.com/oss/python/langchain/multi-agent/skills,docs/langchain/multi-agent/skills.md,update_existing,07_examples/07_content_builder_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/skills-sql-assistant,Build a SQL assistant with on-demand skills,https://docs.langchain.com/oss/python/langchain/multi-agent/skills-sql-assistant,docs/langchain/multi-agent/skills-sql-assistant.md,new_core,07_examples/13_skills_sql_assistant.ipynb,On-demand skills SQL assistant applied example
langchain,langchain/multi-agent/subagents,Subagents,https://docs.langchain.com/oss/python/langchain/multi-agent/subagents,docs/langchain/multi-agent/subagents.md,update_existing,05_advanced/02_multi_agent_subagents.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/multi-agent/subagents-personal-assistant,Build a personal assistant with subagents,https://docs.langchain.com/oss/python/langchain/multi-agent/subagents-personal-assistant,docs/langchain/multi-agent/subagents-personal-assistant.md,new_core,07_examples/10_personal_assistant_subagents.ipynb,Personal assistant subagents applied example
langchain,langchain/observability,LangSmith Observability,https://docs.langchain.com/oss/python/langchain/observability,docs/langchain/observability.md,update_existing,02_langchain/10_production.ipynb; 06_langsmith/02_tracing_agents.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/overview,LangChain overview,https://docs.langchain.com/oss/python/langchain/overview,docs/langchain/overview.md,update_existing,02_langchain/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/philosophy,Philosophy,https://docs.langchain.com/oss/python/langchain/philosophy,docs/langchain/philosophy.md,update_existing,02_langchain/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/quickstart,Quickstart,https://docs.langchain.com/oss/python/langchain/quickstart,docs/langchain/quickstart.md,update_existing,02_langchain/02_quickstart.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/rag,Build a RAG agent with LangChain,https://docs.langchain.com/oss/python/langchain/rag,docs/langchain/rag.md,update_existing,07_examples/01_rag_agent.ipynb; 05_advanced/05_agentic_rag.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/retrieval,Retrieval,https://docs.langchain.com/oss/python/langchain/retrieval,docs/langchain/retrieval.md,update_existing,02_langchain/09_custom_workflow_and_rag.ipynb; 07_examples/01_rag_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/runtime,Runtime,https://docs.langchain.com/oss/python/langchain/runtime,docs/langchain/runtime.md,update_existing,02_langchain/07_hitl_and_runtime.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/short-term-memory,Short-term memory,https://docs.langchain.com/oss/python/langchain/short-term-memory,docs/langchain/short-term-memory.md,update_existing,02_langchain/05_memory_and_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/sql-agent,Build a SQL agent,https://docs.langchain.com/oss/python/langchain/sql-agent,docs/langchain/sql-agent.md,update_existing,07_examples/02_sql_agent.ipynb; 05_advanced/06_sql_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/streaming,Streaming,https://docs.langchain.com/oss/python/langchain/streaming,docs/langchain/streaming.md,update_existing,02_langchain/05_memory_and_streaming.ipynb; 02_langchain/12_frontend_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/structured-output,Structured output,https://docs.langchain.com/oss/python/langchain/structured-output,docs/langchain/structured-output.md,update_existing,02_langchain/04_tools_and_structured_output.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/studio,LangSmith Studio,https://docs.langchain.com/oss/python/langchain/studio,docs/langchain/studio.md,update_existing,06_langsmith/01_quickstart.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/test/evals,Agent Evals,https://docs.langchain.com/oss/python/langchain/test/evals,docs/langchain/test/evals.md,update_existing_and_new_core,06_langsmith/06_agent_evals.ipynb; 06_langsmith/07_testing_strategy.ipynb,Agent Evals와 테스트 전략 연결
langchain,langchain/test/index,Test,https://docs.langchain.com/oss/python/langchain/test/index,docs/langchain/test/index.md,new_core,06_langsmith/07_testing_strategy.ipynb,테스트 트랙 overview
langchain,langchain/test/integration-testing,Integration testing,https://docs.langchain.com/oss/python/langchain/test/integration-testing,docs/langchain/test/integration-testing.md,new_core,06_langsmith/07_testing_strategy.ipynb,API key/service gate와 integration assertions
langchain,langchain/test/unit-testing,Unit testing,https://docs.langchain.com/oss/python/langchain/test/unit-testing,docs/langchain/test/unit-testing.md,new_core,06_langsmith/07_testing_strategy.ipynb,"mock model, deterministic unit test"
langchain,langchain/tools,Tools,https://docs.langchain.com/oss/python/langchain/tools,docs/langchain/tools.md,update_existing,02_langchain/04_tools_and_structured_output.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/ui,Agent Chat UI,https://docs.langchain.com/oss/python/langchain/ui,docs/langchain/ui.md,update_existing,02_langchain/12_frontend_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langchain,langchain/voice-agent,Build a voice agent with LangChain,https://docs.langchain.com/oss/python/langchain/voice-agent,docs/langchain/voice-agent.md,update_existing,05_advanced/08_voice_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/add-memory,Memory,https://docs.langchain.com/oss/python/langgraph/add-memory,docs/langgraph/add-memory.md,update_existing,03_langgraph/06_persistence_and_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/agentic-rag,Build a custom RAG agent with LangGraph,https://docs.langchain.com/oss/python/langgraph/agentic-rag,docs/langgraph/agentic-rag.md,update_existing,05_advanced/05_agentic_rag.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/application-structure,Application structure,https://docs.langchain.com/oss/python/langgraph/application-structure,docs/langgraph/application-structure.md,update_existing,03_langgraph/12_durable_execution.ipynb; 03_langgraph/10_production.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/backward-compatibility,Backward compatibility,https://docs.langchain.com/oss/python/langgraph/backward-compatibility,docs/langgraph/backward-compatibility.md,new_core,03_langgraph/15_backward_compatibility.ipynb OR 05_advanced/12_langgraph_migration.ipynb,LangGraph compatibility/migration guardrails
langgraph,langgraph/case-studies,Case studies,https://docs.langchain.com/oss/python/langgraph/case-studies,docs/langgraph/case-studies.md,new_core,03_langgraph/16_case_studies.ipynb,공식 case studies를 pattern review로 분해
langgraph,langgraph/changelog-py,,https://docs.langchain.com/oss/python/langgraph/changelog-py,docs/langgraph/changelog-py.md,update_existing,05_advanced/00_migration.ipynb; docs/releases/,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/checkpointers,Checkpointers,https://docs.langchain.com/oss/python/langgraph/checkpointers,docs/langgraph/checkpointers.md,update_existing,03_langgraph/06_persistence_and_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/choosing-apis,Choosing between Graph and Functional APIs,https://docs.langchain.com/oss/python/langgraph/choosing-apis,docs/langgraph/choosing-apis.md,update_existing,03_langgraph/13_api_guide_and_pregel.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/deploy,LangSmith Deployment,https://docs.langchain.com/oss/python/langgraph/deploy,docs/langgraph/deploy.md,update_existing,03_langgraph/10_production.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/event-streaming,Event streaming,https://docs.langchain.com/oss/python/langgraph/event-streaming,docs/langgraph/event-streaming.md,update_existing,03_langgraph/07_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
